image,volumn,label
train_set/608\608.png,train_set/608\608.pt,0
train_set/609\609.png,train_set/609\609.pt,0
train_set/610\610.png,train_set/610\610.pt,0
train_set/611\611.png,train_set/611\611.pt,0
train_set/612\612.png,train_set/612\612.pt,0
train_set/613\613.png,train_set/613\613.pt,0
train_set/614\614.png,train_set/614\614.pt,0
train_set/615\615.png,train_set/615\615.pt,0
train_set/616\616.png,train_set/616\616.pt,0
train_set/617\617.png,train_set/617\617.pt,0
train_set/618\618.png,train_set/618\618.pt,0
train_set/619\619.png,train_set/619\619.pt,0
train_set/620\620.png,train_set/620\620.pt,0
train_set/621\621.png,train_set/621\621.pt,0
train_set/622\622.png,train_set/622\622.pt,0
train_set/623\623.png,train_set/623\623.pt,0
train_set/624\624.png,train_set/624\624.pt,0
train_set/625\625.png,train_set/625\625.pt,0
train_set/626\626.png,train_set/626\626.pt,0
train_set/627\627.png,train_set/627\627.pt,0
train_set/628\628.png,train_set/628\628.pt,0
train_set/629\629.png,train_set/629\629.pt,0
train_set/630\630.png,train_set/630\630.pt,0
train_set/631\631.png,train_set/631\631.pt,0
train_set/632\632.png,train_set/632\632.pt,0
train_set/633\633.png,train_set/633\633.pt,0
train_set/634\634.png,train_set/634\634.pt,0
train_set/635\635.png,train_set/635\635.pt,0
train_set/636\636.png,train_set/636\636.pt,0
train_set/637\637.png,train_set/637\637.pt,0
train_set/638\638.png,train_set/638\638.pt,0
train_set/639\639.png,train_set/639\639.pt,0
train_set/640\640.png,train_set/640\640.pt,0
train_set/641\641.png,train_set/641\641.pt,0
train_set/642\642.png,train_set/642\642.pt,0
train_set/643\643.png,train_set/643\643.pt,0
train_set/644\644.png,train_set/644\644.pt,0
train_set/645\645.png,train_set/645\645.pt,0
train_set/646\646.png,train_set/646\646.pt,0
train_set/647\647.png,train_set/647\647.pt,0
train_set/648\648.png,train_set/648\648.pt,0
train_set/649\649.png,train_set/649\649.pt,0
train_set/650\650.png,train_set/650\650.pt,0
train_set/651\651.png,train_set/651\651.pt,0
train_set/652\652.png,train_set/652\652.pt,0
train_set/653\653.png,train_set/653\653.pt,0
train_set/654\654.png,train_set/654\654.pt,0
train_set/655\655.png,train_set/655\655.pt,0
train_set/656\656.png,train_set/656\656.pt,0
train_set/657\657.png,train_set/657\657.pt,0
train_set/658\658.png,train_set/658\658.pt,0
train_set/659\659.png,train_set/659\659.pt,0
train_set/660\660.png,train_set/660\660.pt,0
train_set/661\661.png,train_set/661\661.pt,0
train_set/662\662.png,train_set/662\662.pt,0
train_set/663\663.png,train_set/663\663.pt,0
train_set/664\664.png,train_set/664\664.pt,0
train_set/665\665.png,train_set/665\665.pt,0
train_set/666\666.png,train_set/666\666.pt,0
train_set/667\667.png,train_set/667\667.pt,0
train_set/668\668.png,train_set/668\668.pt,0
train_set/669\669.png,train_set/669\669.pt,0
train_set/670\670.png,train_set/670\670.pt,0
train_set/671\671.png,train_set/671\671.pt,0
train_set/672\672.png,train_set/672\672.pt,0
train_set/673\673.png,train_set/673\673.pt,0
train_set/674\674.png,train_set/674\674.pt,0
train_set/675\675.png,train_set/675\675.pt,0
train_set/676\676.png,train_set/676\676.pt,0
train_set/677\677.png,train_set/677\677.pt,0
train_set/678\678.png,train_set/678\678.pt,0
train_set/679\679.png,train_set/679\679.pt,0
train_set/680\680.png,train_set/680\680.pt,0
train_set/681\681.png,train_set/681\681.pt,0
train_set/682\682.png,train_set/682\682.pt,0
train_set/683\683.png,train_set/683\683.pt,0
train_set/684\684.png,train_set/684\684.pt,0
train_set/685\685.png,train_set/685\685.pt,0
train_set/686\686.png,train_set/686\686.pt,0
train_set/687\687.png,train_set/687\687.pt,0
train_set/688\688.png,train_set/688\688.pt,0
train_set/689\689.png,train_set/689\689.pt,0
train_set/690\690.png,train_set/690\690.pt,0
train_set/691\691.png,train_set/691\691.pt,0
train_set/692\692.png,train_set/692\692.pt,0
train_set/693\693.png,train_set/693\693.pt,0
train_set/694\694.png,train_set/694\694.pt,0
train_set/695\695.png,train_set/695\695.pt,0
train_set/696\696.png,train_set/696\696.pt,0
train_set/697\697.png,train_set/697\697.pt,0
train_set/698\698.png,train_set/698\698.pt,0
train_set/699\699.png,train_set/699\699.pt,0
train_set/700\700.png,train_set/700\700.pt,0
train_set/701\701.png,train_set/701\701.pt,0
train_set/702\702.png,train_set/702\702.pt,0
train_set/703\703.png,train_set/703\703.pt,0
train_set/704\704.png,train_set/704\704.pt,0
train_set/705\705.png,train_set/705\705.pt,0
train_set/706\706.png,train_set/706\706.pt,0
train_set/707\707.png,train_set/707\707.pt,0
train_set/708\708.png,train_set/708\708.pt,0
train_set/709\709.png,train_set/709\709.pt,0
train_set/710\710.png,train_set/710\710.pt,0
train_set/711\711.png,train_set/711\711.pt,0
train_set/712\712.png,train_set/712\712.pt,0
train_set/713\713.png,train_set/713\713.pt,0
train_set/714\714.png,train_set/714\714.pt,0
train_set/715\715.png,train_set/715\715.pt,0
train_set/716\716.png,train_set/716\716.pt,0
train_set/717\717.png,train_set/717\717.pt,0
train_set/718\718.png,train_set/718\718.pt,0
train_set/719\719.png,train_set/719\719.pt,0
train_set/720\720.png,train_set/720\720.pt,0
train_set/721\721.png,train_set/721\721.pt,0
train_set/722\722.png,train_set/722\722.pt,0
train_set/723\723.png,train_set/723\723.pt,0
train_set/724\724.png,train_set/724\724.pt,0
train_set/725\725.png,train_set/725\725.pt,0
train_set/726\726.png,train_set/726\726.pt,0
train_set/727\727.png,train_set/727\727.pt,0
train_set/728\728.png,train_set/728\728.pt,0
train_set/729\729.png,train_set/729\729.pt,0
train_set/730\730.png,train_set/730\730.pt,0
train_set/731\731.png,train_set/731\731.pt,0
train_set/732\732.png,train_set/732\732.pt,0
train_set/733\733.png,train_set/733\733.pt,0
train_set/734\734.png,train_set/734\734.pt,0
train_set/735\735.png,train_set/735\735.pt,0
train_set/736\736.png,train_set/736\736.pt,0
train_set/737\737.png,train_set/737\737.pt,0
train_set/738\738.png,train_set/738\738.pt,0
train_set/739\739.png,train_set/739\739.pt,0
train_set/740\740.png,train_set/740\740.pt,0
train_set/741\741.png,train_set/741\741.pt,0
train_set/742\742.png,train_set/742\742.pt,0
train_set/743\743.png,train_set/743\743.pt,0
train_set/744\744.png,train_set/744\744.pt,0
train_set/745\745.png,train_set/745\745.pt,0
train_set/746\746.png,train_set/746\746.pt,0
train_set/747\747.png,train_set/747\747.pt,0
train_set/748\748.png,train_set/748\748.pt,0
train_set/749\749.png,train_set/749\749.pt,0
train_set/750\750.png,train_set/750\750.pt,0
train_set/751\751.png,train_set/751\751.pt,0
train_set/752\752.png,train_set/752\752.pt,0
train_set/753\753.png,train_set/753\753.pt,0
train_set/754\754.png,train_set/754\754.pt,0
train_set/755\755.png,train_set/755\755.pt,0
train_set/756\756.png,train_set/756\756.pt,0
train_set/757\757.png,train_set/757\757.pt,0
train_set/758\758.png,train_set/758\758.pt,0
train_set/759\759.png,train_set/759\759.pt,0
train_set/760\760.png,train_set/760\760.pt,0
train_set/761\761.png,train_set/761\761.pt,0
train_set/762\762.png,train_set/762\762.pt,0
train_set/763\763.png,train_set/763\763.pt,0
train_set/764\764.png,train_set/764\764.pt,0
train_set/765\765.png,train_set/765\765.pt,0
train_set/766\766.png,train_set/766\766.pt,0
train_set/767\767.png,train_set/767\767.pt,0
train_set/768\768.png,train_set/768\768.pt,0
train_set/769\769.png,train_set/769\769.pt,0
train_set/770\770.png,train_set/770\770.pt,0
train_set/771\771.png,train_set/771\771.pt,0
train_set/772\772.png,train_set/772\772.pt,0
train_set/773\773.png,train_set/773\773.pt,0
train_set/774\774.png,train_set/774\774.pt,0
train_set/775\775.png,train_set/775\775.pt,0
train_set/776\776.png,train_set/776\776.pt,0
train_set/777\777.png,train_set/777\777.pt,0
train_set/778\778.png,train_set/778\778.pt,0
train_set/779\779.png,train_set/779\779.pt,0
train_set/780\780.png,train_set/780\780.pt,0
train_set/781\781.png,train_set/781\781.pt,0
train_set/782\782.png,train_set/782\782.pt,0
train_set/783\783.png,train_set/783\783.pt,0
train_set/784\784.png,train_set/784\784.pt,0
train_set/785\785.png,train_set/785\785.pt,0
train_set/786\786.png,train_set/786\786.pt,0
train_set/787\787.png,train_set/787\787.pt,0
train_set/788\788.png,train_set/788\788.pt,0
train_set/789\789.png,train_set/789\789.pt,0
train_set/790\790.png,train_set/790\790.pt,0
train_set/791\791.png,train_set/791\791.pt,0
train_set/792\792.png,train_set/792\792.pt,0
train_set/793\793.png,train_set/793\793.pt,0
train_set/794\794.png,train_set/794\794.pt,0
train_set/795\795.png,train_set/795\795.pt,0
train_set/796\796.png,train_set/796\796.pt,0
train_set/797\797.png,train_set/797\797.pt,0
train_set/798\798.png,train_set/798\798.pt,0
train_set/799\799.png,train_set/799\799.pt,0
train_set/800\800.png,train_set/800\800.pt,0
train_set/801\801.png,train_set/801\801.pt,0
train_set/802\802.png,train_set/802\802.pt,0
train_set/803\803.png,train_set/803\803.pt,0
train_set/804\804.png,train_set/804\804.pt,0
train_set/805\805.png,train_set/805\805.pt,0
train_set/806\806.png,train_set/806\806.pt,0
train_set/807\807.png,train_set/807\807.pt,0
train_set/808\808.png,train_set/808\808.pt,0
train_set/809\809.png,train_set/809\809.pt,0
train_set/810\810.png,train_set/810\810.pt,0
train_set/811\811.png,train_set/811\811.pt,0
train_set/812\812.png,train_set/812\812.pt,0
train_set/813\813.png,train_set/813\813.pt,0
train_set/814\814.png,train_set/814\814.pt,0
train_set/815\815.png,train_set/815\815.pt,0
train_set/816\816.png,train_set/816\816.pt,0
train_set/817\817.png,train_set/817\817.pt,0
train_set/818\818.png,train_set/818\818.pt,0
train_set/819\819.png,train_set/819\819.pt,0
train_set/820\820.png,train_set/820\820.pt,0
train_set/821\821.png,train_set/821\821.pt,0
train_set/822\822.png,train_set/822\822.pt,0
train_set/823\823.png,train_set/823\823.pt,0
train_set/824\824.png,train_set/824\824.pt,0
train_set/825\825.png,train_set/825\825.pt,0
train_set/826\826.png,train_set/826\826.pt,0
train_set/827\827.png,train_set/827\827.pt,0
train_set/828\828.png,train_set/828\828.pt,0
train_set/829\829.png,train_set/829\829.pt,0
train_set/830\830.png,train_set/830\830.pt,0
train_set/831\831.png,train_set/831\831.pt,0
train_set/832\832.png,train_set/832\832.pt,0
train_set/833\833.png,train_set/833\833.pt,0
train_set/834\834.png,train_set/834\834.pt,0
train_set/835\835.png,train_set/835\835.pt,0
train_set/836\836.png,train_set/836\836.pt,0
train_set/837\837.png,train_set/837\837.pt,0
train_set/838\838.png,train_set/838\838.pt,0
train_set/839\839.png,train_set/839\839.pt,0
train_set/840\840.png,train_set/840\840.pt,0
train_set/841\841.png,train_set/841\841.pt,0
train_set/842\842.png,train_set/842\842.pt,0
train_set/843\843.png,train_set/843\843.pt,0
train_set/844\844.png,train_set/844\844.pt,0
train_set/845\845.png,train_set/845\845.pt,0
train_set/846\846.png,train_set/846\846.pt,0
train_set/847\847.png,train_set/847\847.pt,0
train_set/848\848.png,train_set/848\848.pt,0
train_set/849\849.png,train_set/849\849.pt,0
train_set/850\850.png,train_set/850\850.pt,0
train_set/851\851.png,train_set/851\851.pt,0
train_set/852\852.png,train_set/852\852.pt,0
train_set/853\853.png,train_set/853\853.pt,0
train_set/854\854.png,train_set/854\854.pt,0
train_set/855\855.png,train_set/855\855.pt,0
train_set/856\856.png,train_set/856\856.pt,0
train_set/857\857.png,train_set/857\857.pt,0
train_set/858\858.png,train_set/858\858.pt,0
train_set/859\859.png,train_set/859\859.pt,0
train_set/860\860.png,train_set/860\860.pt,0
train_set/861\861.png,train_set/861\861.pt,0
train_set/862\862.png,train_set/862\862.pt,0
train_set/863\863.png,train_set/863\863.pt,0
train_set/864\864.png,train_set/864\864.pt,0
train_set/865\865.png,train_set/865\865.pt,0
train_set/866\866.png,train_set/866\866.pt,0
train_set/867\867.png,train_set/867\867.pt,0
train_set/868\868.png,train_set/868\868.pt,0
train_set/869\869.png,train_set/869\869.pt,0
train_set/870\870.png,train_set/870\870.pt,0
train_set/871\871.png,train_set/871\871.pt,0
train_set/872\872.png,train_set/872\872.pt,0
train_set/873\873.png,train_set/873\873.pt,0
train_set/874\874.png,train_set/874\874.pt,0
train_set/875\875.png,train_set/875\875.pt,0
train_set/876\876.png,train_set/876\876.pt,0
train_set/877\877.png,train_set/877\877.pt,0
train_set/878\878.png,train_set/878\878.pt,0
train_set/879\879.png,train_set/879\879.pt,0
train_set/880\880.png,train_set/880\880.pt,0
train_set/881\881.png,train_set/881\881.pt,0
train_set/882\882.png,train_set/882\882.pt,0
train_set/883\883.png,train_set/883\883.pt,0
train_set/884\884.png,train_set/884\884.pt,0
train_set/885\885.png,train_set/885\885.pt,0
train_set/886\886.png,train_set/886\886.pt,0
train_set/887\887.png,train_set/887\887.pt,0
train_set/888\888.png,train_set/888\888.pt,0
train_set/889\889.png,train_set/889\889.pt,0
train_set/890\890.png,train_set/890\890.pt,0
train_set/891\891.png,train_set/891\891.pt,0
train_set/892\892.png,train_set/892\892.pt,0
train_set/893\893.png,train_set/893\893.pt,0
train_set/894\894.png,train_set/894\894.pt,0
train_set/895\895.png,train_set/895\895.pt,0
train_set/896\896.png,train_set/896\896.pt,0
train_set/897\897.png,train_set/897\897.pt,0
train_set/898\898.png,train_set/898\898.pt,0
train_set/899\899.png,train_set/899\899.pt,0
train_set/900\900.png,train_set/900\900.pt,0
train_set/901\901.png,train_set/901\901.pt,0
train_set/902\902.png,train_set/902\902.pt,0
train_set/903\903.png,train_set/903\903.pt,0
train_set/904\904.png,train_set/904\904.pt,0
train_set/905\905.png,train_set/905\905.pt,0
train_set/906\906.png,train_set/906\906.pt,0
train_set/907\907.png,train_set/907\907.pt,0
train_set/908\908.png,train_set/908\908.pt,0
train_set/909\909.png,train_set/909\909.pt,0
train_set/910\910.png,train_set/910\910.pt,0
train_set/911\911.png,train_set/911\911.pt,0
train_set/912\912.png,train_set/912\912.pt,0
train_set/913\913.png,train_set/913\913.pt,0
train_set/914\914.png,train_set/914\914.pt,0
train_set/915\915.png,train_set/915\915.pt,0
train_set/916\916.png,train_set/916\916.pt,0
train_set/917\917.png,train_set/917\917.pt,0
train_set/918\918.png,train_set/918\918.pt,0
train_set/919\919.png,train_set/919\919.pt,0
train_set/920\920.png,train_set/920\920.pt,0
train_set/921\921.png,train_set/921\921.pt,0
train_set/922\922.png,train_set/922\922.pt,0
train_set/923\923.png,train_set/923\923.pt,0
train_set/924\924.png,train_set/924\924.pt,0
train_set/925\925.png,train_set/925\925.pt,0
train_set/926\926.png,train_set/926\926.pt,0
train_set/927\927.png,train_set/927\927.pt,0
train_set/928\928.png,train_set/928\928.pt,0
train_set/929\929.png,train_set/929\929.pt,0
train_set/930\930.png,train_set/930\930.pt,0
train_set/931\931.png,train_set/931\931.pt,0
train_set/932\932.png,train_set/932\932.pt,0
train_set/933\933.png,train_set/933\933.pt,0
train_set/934\934.png,train_set/934\934.pt,0
train_set/935\935.png,train_set/935\935.pt,0
train_set/936\936.png,train_set/936\936.pt,0
train_set/937\937.png,train_set/937\937.pt,0
train_set/938\938.png,train_set/938\938.pt,0
train_set/939\939.png,train_set/939\939.pt,0
train_set/940\940.png,train_set/940\940.pt,0
train_set/941\941.png,train_set/941\941.pt,0
train_set/942\942.png,train_set/942\942.pt,0
train_set/943\943.png,train_set/943\943.pt,0
train_set/944\944.png,train_set/944\944.pt,0
train_set/945\945.png,train_set/945\945.pt,0
train_set/946\946.png,train_set/946\946.pt,0
train_set/947\947.png,train_set/947\947.pt,0
train_set/948\948.png,train_set/948\948.pt,0
train_set/949\949.png,train_set/949\949.pt,0
train_set/950\950.png,train_set/950\950.pt,0
train_set/951\951.png,train_set/951\951.pt,0
train_set/952\952.png,train_set/952\952.pt,0
train_set/953\953.png,train_set/953\953.pt,0
train_set/954\954.png,train_set/954\954.pt,0
train_set/955\955.png,train_set/955\955.pt,0
train_set/956\956.png,train_set/956\956.pt,0
train_set/957\957.png,train_set/957\957.pt,0
train_set/958\958.png,train_set/958\958.pt,0
train_set/959\959.png,train_set/959\959.pt,0
train_set/960\960.png,train_set/960\960.pt,0
train_set/961\961.png,train_set/961\961.pt,0
train_set/962\962.png,train_set/962\962.pt,0
train_set/963\963.png,train_set/963\963.pt,0
train_set/964\964.png,train_set/964\964.pt,0
train_set/965\965.png,train_set/965\965.pt,0
train_set/966\966.png,train_set/966\966.pt,0
train_set/967\967.png,train_set/967\967.pt,0
train_set/968\968.png,train_set/968\968.pt,0
train_set/969\969.png,train_set/969\969.pt,0
train_set/970\970.png,train_set/970\970.pt,0
train_set/971\971.png,train_set/971\971.pt,0
train_set/972\972.png,train_set/972\972.pt,0
train_set/973\973.png,train_set/973\973.pt,0
train_set/974\974.png,train_set/974\974.pt,0
train_set/975\975.png,train_set/975\975.pt,0
train_set/976\976.png,train_set/976\976.pt,0
train_set/977\977.png,train_set/977\977.pt,0
train_set/978\978.png,train_set/978\978.pt,0
train_set/979\979.png,train_set/979\979.pt,0
train_set/980\980.png,train_set/980\980.pt,0
train_set/981\981.png,train_set/981\981.pt,0
train_set/982\982.png,train_set/982\982.pt,0
train_set/983\983.png,train_set/983\983.pt,0
train_set/984\984.png,train_set/984\984.pt,0
train_set/985\985.png,train_set/985\985.pt,0
train_set/986\986.png,train_set/986\986.pt,0
train_set/987\987.png,train_set/987\987.pt,0
train_set/988\988.png,train_set/988\988.pt,0
train_set/989\989.png,train_set/989\989.pt,0
train_set/990\990.png,train_set/990\990.pt,0
train_set/991\991.png,train_set/991\991.pt,0
train_set/992\992.png,train_set/992\992.pt,0
train_set/993\993.png,train_set/993\993.pt,0
train_set/994\994.png,train_set/994\994.pt,0
train_set/995\995.png,train_set/995\995.pt,0
train_set/996\996.png,train_set/996\996.pt,0
train_set/997\997.png,train_set/997\997.pt,0
train_set/998\998.png,train_set/998\998.pt,0
train_set/999\999.png,train_set/999\999.pt,0
train_set/1000\1000.png,train_set/1000\1000.pt,0
train_set/1001\1001.png,train_set/1001\1001.pt,0
train_set/1002\1002.png,train_set/1002\1002.pt,0
train_set/1003\1003.png,train_set/1003\1003.pt,0
train_set/1004\1004.png,train_set/1004\1004.pt,0
train_set/1005\1005.png,train_set/1005\1005.pt,0
train_set/1006\1006.png,train_set/1006\1006.pt,0
train_set/1007\1007.png,train_set/1007\1007.pt,0
train_set/1008\1008.png,train_set/1008\1008.pt,0
